account_id,account_name,industry,country,signup_date,referral_source,plan_tier_x,seats_x,is_trial_x,churn_flag_x,subscription_id,start_date,end_date,plan_tier_y,seats_y,mrr_amount,arr_amount,is_trial_y,upgrade_flag,downgrade_flag,churn_flag_y,billing_frequency,auto_renew_flag,churn_event_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text,usage_count,ticket_count,is_churned,tenure_days
A-c43359,Company_83,FinTech,US,2024-11-16,organic,Pro,38,False,False,S-eec041,2024-12-22,,Basic,38,722,8664,False,True,False,False,monthly,True,C-374d5d,2024-12-12,unknown,0.0,True,False,False,too expensive,461,3.0,1,26
A-3a7284,Company_93,FinTech,US,2024-11-17,organic,Enterprise,31,False,False,S-321498,2024-12-25,2024-12-31,Pro,31,0,0,True,False,False,True,monthly,True,C-9c89ca,2024-12-26,unknown,0.0,False,False,False,missing features,609,3.0,1,39
A-78f02b,Company_329,HealthTech,US,2024-11-17,event,Enterprise,11,False,False,S-e702a4,2024-11-26,,Enterprise,18,3582,42984,False,False,False,False,annual,True,C-7d13bf,2024-12-02,unknown,0.0,False,False,False,missing features,211,4.0,1,15
A-139c3b,Company_185,HealthTech,US,2024-11-21,organic,Enterprise,10,True,True,S-99a404,2024-12-20,,Basic,10,190,2280,False,False,False,False,annual,True,,,,,,,,,478,9.0,0,40
A-5f2961,Company_284,HealthTech,US,2024-11-22,partner,Basic,4,False,False,S-8d89a8,2024-12-03,,Enterprise,16,3184,38208,False,False,False,False,monthly,True,C-258ade,2024-11-28,pricing,6.6,False,False,False,switched to competitor,348,1.0,1,6
A-76fa4d,Company_226,HealthTech,US,2024-11-24,event,Pro,69,False,False,S-2c11c6,2024-12-08,2024-12-28,Pro,69,0,0,True,False,False,True,monthly,True,C-3dbe46,2024-11-26,unknown,1.55,False,False,False,too expensive,357,5.0,1,2
A-671f31,Company_137,DevTools,US,2024-11-24,ads,Basic,59,False,False,S-c508b3,2024-12-24,,Enterprise,59,11741,140892,False,False,False,False,annual,False,,,,,,,,,167,7.0,0,37
A-cbd1a3,Company_325,DevTools,US,2024-11-25,other,Basic,6,False,True,S-e6e96f,2024-11-30,,Enterprise,8,0,0,True,False,False,False,annual,False,,,,,,,,,465,4.0,0,36
A-6965e1,Company_379,DevTools,US,2024-11-25,organic,Basic,13,False,False,S-2c4527,2024-12-22,,Pro,13,637,7644,False,False,False,False,annual,True,C-c3815e,2024-12-04,unknown,0.0,False,False,False,switched to competitor,627,3.0,1,9
A-bf7919,Company_426,HealthTech,US,2024-11-27,organic,Pro,3,False,False,S-b75eaa,2024-12-24,,Basic,12,228,2736,False,False,False,False,monthly,False,C-a45909,2024-12-06,support,0.0,False,False,False,,262,2.0,1,9
A-82d8a6,Company_444,Cybersecurity,UK,2024-11-28,ads,Basic,5,False,False,S-038f6f,2024-12-14,2024-12-29,Enterprise,10,0,0,True,True,False,True,monthly,True,C-97ab4b,2024-12-29,features,0.0,False,False,False,switched to competitor,661,5.0,1,31
A-7c6b6b,Company_223,FinTech,US,2024-11-30,other,Basic,6,False,False,S-b5337b,2024-12-10,,Pro,7,343,4116,False,False,False,False,annual,True,C-6e6bcf,2024-12-09,budget,0.0,False,False,False,too expensive,311,5.0,1,9
A-956988,Company_14,EdTech,UK,2024-11-30,ads,Enterprise,1,False,False,S-ccf9c8,2024-12-14,,Basic,1,19,228,False,False,False,False,monthly,False,C-92f889,2024-12-30,unknown,0.0,False,True,True,too expensive,658,2.0,1,30
A-9174e0,Company_73,Cybersecurity,US,2024-12-04,partner,Basic,37,False,False,S-e6029e,2024-12-19,,Enterprise,37,7363,88356,False,False,False,False,monthly,True,,,,,,,,,689,2.0,0,27
A-39ddf4,Company_435,EdTech,US,2024-12-05,partner,Enterprise,40,False,False,S-cdd281,2024-12-30,,Enterprise,40,7960,95520,False,False,False,False,monthly,True,C-65ad11,2024-12-13,support,0.0,False,False,False,,455,5.0,1,8
A-463db0,Company_16,HealthTech,US,2024-12-05,partner,Basic,15,False,False,S-e0f238,2024-12-09,,Pro,35,1715,20580,False,False,False,False,annual,True,C-ddade1,2024-12-30,features,0.0,False,False,True,,367,6.0,1,25
A-854864,Company_38,FinTech,IN,2024-12-07,event,Enterprise,20,False,False,S-6d4050,2024-12-09,,Enterprise,20,3980,47760,False,False,False,False,monthly,True,C-26865a,2024-12-24,support,8.47,True,False,False,switched to competitor,248,5.0,1,17
A-443f6f,Company_304,Cybersecurity,US,2024-12-07,organic,Basic,19,False,False,S-9c2b8e,2024-12-26,,Basic,19,361,4332,False,True,False,False,annual,True,,,,,,,,,527,4.0,0,24
A-4bfa33,Company_251,Cybersecurity,US,2024-12-07,event,Basic,8,True,False,S-b8daaa,2024-12-25,,Enterprise,8,0,0,True,False,False,False,annual,True,C-28085c,2024-12-21,budget,92.5,False,False,False,,329,4.0,1,14
A-cc1d8d,Company_440,FinTech,US,2024-12-08,other,Pro,5,False,False,S-4d664d,2024-12-26,,Pro,16,784,9408,False,True,True,False,annual,True,C-72d074,2024-12-17,features,0.0,False,False,False,too expensive,618,5.0,1,9
A-309e54,Company_371,DevTools,US,2024-12-09,other,Pro,15,False,False,S-a18ab0,2024-12-21,,Pro,15,735,8820,False,False,False,False,monthly,True,C-49868d,2024-12-14,support,106.67,False,False,False,missing features,509,5.0,1,5
A-6843f2,Company_335,HealthTech,CA,2024-12-10,ads,Enterprise,21,False,False,S-041624,2024-12-12,,Enterprise,21,4179,50148,False,False,False,False,monthly,True,,,,,,,,,481,2.0,0,21
A-22f2df,Company_106,DevTools,US,2024-12-14,ads,Basic,3,False,False,S-c847dc,2024-12-26,,Pro,6,0,0,True,False,False,False,annual,False,,,,,,,,,429,5.0,0,17
A-18793f,Company_488,EdTech,US,2024-12-18,organic,Basic,148,True,False,S-e2d4e9,2024-12-30,,Basic,148,0,0,True,True,False,False,monthly,True,C-23df1e,2024-12-30,support,25.41,True,False,False,,486,5.0,1,12
A-5790f4,Company_446,FinTech,UK,2024-12-22,event,Pro,1,True,False,S-ae4310,2024-12-22,,Pro,20,0,0,True,False,False,False,monthly,True,C-83b55f,2024-12-25,features,392.92,False,False,False,switched to competitor,321,4.0,1,3
A-310452,Company_321,DevTools,FR,2024-12-25,other,Enterprise,9,False,False,S-fbd522,2024-12-28,,Pro,9,0,0,True,False,False,False,annual,False,C-1cea52,2024-12-25,budget,0.0,True,False,False,,268,5.0,1,0
A-17939a,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,False,False,S-4c7591,2024-12-30,,Pro,28,1372,16464,False,False,False,False,monthly,True,,,,,,,,,440,7.0,0,5
A-0f6450,Company_400,FinTech,US,2024-12-27,other,Pro,28,True,True,S-0c43c2,2024-12-30,,Pro,28,1372,16464,False,False,False,False,monthly,False,C-3b7c60,2024-12-29,competitor,0.0,False,False,False,missing features,539,8.0,1,2
A-0b0d6d,Company_267,DevTools,US,2024-12-30,organic,Pro,3,False,False,S-a405f7,2024-12-30,,Pro,22,1078,12936,False,False,False,False,annual,True,C-5328d6,2024-12-31,competitor,0.0,False,False,False,,582,5.0,1,1
A-524364,Company_388,DevTools,FR,2024-12-31,partner,Enterprise,3,False,False,S-5685bf,2024-12-31,,Enterprise,108,0,0,True,False,False,False,annual,True,,,,,,,,,237,3.0,0,0
